,MSFT,MSFT_bid,MSFT_ask,MSFT_vol
2023-09-13,446.5,446.5,446.51,447038.0
2023-09-14,450.4,450.39,450.4,527557.0
2023-09-15,443.3,443.29,443.3,726575.0
2023-09-18,443.63,443.63,443.64,387480.0
2023-09-19,442.75,442.74,442.75,459451.0
2023-09-20,438.59,438.58,438.59,548605.0
2023-09-21,431.41,431.4,431.42,728548.0
2023-09-22,430.38,430.38,430.38,701838.0
2023-09-25,432.23,432.22,432.23,499609.0
2023-09-26,425.84,425.83,425.84,684029.0
2023-09-27,426.03,426.02,426.03,765872.0
2023-09-28,428.54,428.53,428.54,671161.0
2023-09-29,427.39,427.39,427.39,834002.0
2023-10-02,427.37,427.36,427.37,681431.0
2023-10-03,421.68,421.68,421.68,808761.0
2023-10-04,424.71,424.7,424.71,682876.0
2023-10-05,424.46,424.45,424.46,537735.0
2023-10-06,429.52,429.52,429.52,841621.0
2023-10-09,432.28,432.27,432.28,558432.0
2023-10-10,434.49,434.48,434.49,616489.0
2023-10-11,436.31,436.3,436.31,473672.0
2023-10-12,433.71,433.7,433.71,640631.0
2023-10-13,431.56,431.55,431.56,694413.0
2023-10-16,436.02,436.01,436.02,575476.0
2023-10-17,436.09,436.08,436.09,602640.0
2023-10-18,430.25,430.24,430.25,735661.0
2023-10-19,426.44,426.43,426.44,963404.0
2023-10-20,421.21,421.2,421.21,827197.0
2023-10-23,420.46,420.45,420.46,709076.0
2023-10-24,423.63,423.62,423.63,583963.0
2023-10-25,417.62,417.61,417.62,716007.0
2023-10-26,412.59,412.58,412.59,864002.0
2023-10-27,410.74,410.73,410.74,800536.0
2023-10-30,415.59,415.58,415.59,642082.0
2023-10-31,418.24,418.23,418.24,577072.0
2023-11-01,422.7,422.69,422.7,753717.0
2023-11-02,430.75,430.75,430.76,649374.0
2023-11-03,434.67,434.66,434.67,671627.0
2023-11-06,435.66,435.65,435.66,490203.0
2023-11-07,436.87,436.86,436.87,472448.0
2023-11-08,437.21,437.2,437.21,458868.0
2023-11-09,433.87,433.86,433.87,604637.0
2023-11-10,440.61,440.6,440.61,623650.0
2023-11-13,440.21,440.2,440.21,368085.0
2023-11-14,448.72,448.71,448.72,683300.0
2023-11-15,449.63,449.63,449.64,547741.0
2023-11-16,450.22,450.21,450.22,480737.0
2023-11-17,450.79,450.78,450.79,408471.0
2023-11-20,454.24,454.23,454.24,494404.0
2023-11-21,453.27,453.26,453.27,369152.0
2023-11-22,455.03,455.02,455.03,446962.0
2023-11-24,455.25,455.25,455.26,141650.0
2023-11-27,454.5,454.49,454.5,348315.0
2023-11-28,454.88,454.88,454.89,445739.0
2023-11-29,454.63,454.62,454.63,449058.0
2023-11-30,456.31,456.3,456.31,544128.0
2023-12-01,459.04,459.03,459.04,585524.0
2023-12-04,456.67,456.66,456.67,532351.0
2023-12-05,456.59,456.58,456.59,486802.0
2023-12-06,454.7,454.69,454.7,470900.0
2023-12-07,458.21,458.2,458.21,461525.0
2023-12-08,460.13,460.13,460.14,533237.0
2023-12-11,461.97,461.96,461.97,435792.0
2023-12-12,464.17,464.16,464.17,413855.0
2023-12-13,470.45,470.44,470.45,661534.0
2023-12-14,472.0,472.0,472.01,691286.0
2023-12-15,469.37,469.36,469.38,680260.0
2023-12-18,472.02,472.01,472.02,422370.0
2023-12-19,474.82,474.81,474.82,374889.0
2023-12-20,467.98,467.97,467.98,673792.0
2023-12-21,472.68,472.67,472.68,577660.0
2023-12-22,473.63,473.62,473.63,443440.0
2023-12-26,475.6,475.59,475.6,314106.0
2023-12-27,476.5,476.5,476.51,394911.0
2023-12-28,476.69,476.68,476.69,345997.0
2023-12-29,475.36,475.35,475.36,682376.0
2024-01-02,472.61,472.6,472.61,694577.0
2024-01-03,468.74,468.73,468.74,677451.0
2024-01-04,467.28,467.27,467.28,532467.0
2024-01-05,467.97,467.96,467.97,577167.0
2024-01-08,474.56,474.55,474.56,551404.0
2024-01-09,473.85,473.84,473.85,445588.0
2024-01-10,476.53,476.52,476.53,457017.0
2024-01-11,476.32,476.31,476.32,552534.0
2024-01-12,476.67,476.66,476.67,433374.0
2024-01-16,474.96,474.95,474.96,585420.0
2024-01-17,472.28,472.27,472.28,512857.0
2024-01-18,476.47,476.46,476.47,587249.0
2024-01-19,482.43,482.42,482.43,636346.0
2024-01-22,483.53,483.52,483.53,511964.0
2024-01-23,484.88,484.88,484.89,339692.0
2024-01-24,485.32,485.31,485.33,595317.0
2024-01-25,488.0,488.0,488.01,521844.0
2024-01-26,487.47,487.46,487.47,462972.0
2024-01-29,491.27,491.26,491.27,393893.0
2024-01-30,490.87,490.86,490.87,403361.0
2024-01-31,482.92,482.91,482.92,830746.0
2024-02-01,489.24,489.23,489.24,629915.0
2024-02-02,494.27,494.26,494.27,660159.0
