,MSFT,MSFT_bid,MSFT_ask,MSFT_vol
2024-03-06,88.74,88.73,88.75,3899583.0
2024-03-07,92.63,92.57,92.69,3749141.0
2024-03-08,87.54,87.5,87.58,7037566.0
2024-03-11,85.79,85.79,85.8,3985689.0
2024-03-12,91.95,91.94,91.96,4276880.0
2024-03-13,90.92,90.92,90.93,4109741.0
2024-03-14,88.04,88.03,88.06,3927978.0
2024-03-15,87.84,87.81,87.86,3486773.0
2024-03-18,88.45,88.45,88.46,4296800.0
2024-03-19,89.38,89.36,89.4,4432775.0
2024-03-20,90.36,90.34,90.38,3120454.0
2024-03-21,91.38,91.37,91.38,3034700.0
2024-03-22,94.26,94.24,94.28,3872542.0
2024-03-25,95.0,95.0,95.01,3626348.0
2024-03-26,92.6,92.57,92.63,3388484.0
2024-03-27,90.3,90.25,90.36,3985584.0
2024-03-28,90.27,90.26,90.29,2731922.0
2024-04-01,90.34,90.3,90.37,3148401.0
2024-04-02,89.48,89.45,89.51,2898373.0
2024-04-03,88.97,88.97,88.98,2618383.0
2024-04-04,85.9,85.89,85.91,2837774.0
2024-04-05,87.98,87.98,87.98,2658667.0
