,MSFT,MSFT_bid,MSFT_ask,MSFT_vol
2006-10-06,134.95,134.88,135.02,599979.0
2006-10-09,135.06,135.03,135.09,387638.0
2006-10-10,135.1,135.09,135.11,528162.0
2006-10-11,135.12,135.1,135.13,899859.0
2006-10-12,136.31,136.3,136.33,529326.0
2006-10-13,136.56,136.54,136.58,501092.0
2006-10-16,136.78,136.77,136.79,350450.0
2006-10-17,136.49,136.48,136.49,824364.0
2006-10-18,136.41,136.39,136.43,755090.0
2006-10-19,136.82,136.81,136.84,610071.0
2006-10-20,136.8,136.76,136.84,428970.0
2006-10-23,137.31,137.3,137.33,565496.0
2006-10-24,137.81,137.78,137.83,486327.0
2006-10-25,138.38,138.37,138.39,706609.0
2006-10-26,138.77,138.75,138.78,610968.0
2006-10-27,137.83,137.8,137.85,727677.0
2006-10-30,137.86,137.83,137.89,471611.0
2006-10-31,137.89,137.88,137.9,644509.0
2006-11-01,136.93,136.92,136.94,759031.0
2006-11-02,136.81,136.79,136.83,498354.0
2006-11-03,136.47,136.45,136.5,550536.0
2006-11-06,138.01,138.0,138.02,580451.0
2006-11-07,138.41,138.39,138.43,599853.0
2006-11-08,138.96,138.94,138.98,777375.0
2006-11-09,138.15,138.13,138.16,826358.0
2006-11-10,138.4,138.3,138.49,428337.0
2006-11-13,138.6,138.58,138.63,515610.0
2006-11-14,139.63,139.61,139.64,789182.0
2006-11-15,139.88,139.87,139.9,654699.0
2006-11-16,140.22,140.2,140.24,597016.0
2006-11-17,140.45,140.42,140.48,493675.0
2006-11-20,140.38,140.36,140.4,570234.0
2006-11-21,140.69,140.67,140.7,461629.0
2006-11-22,140.81,140.79,140.83,382388.0
2006-11-24,140.37,140.34,140.39,232967.0
2006-11-27,138.43,138.4,138.46,794802.0
2006-11-28,139.13,139.11,139.14,884897.0
2006-11-29,140.4,140.37,140.42,765218.0
2006-11-30,140.47,140.47,140.48,783415.0
2006-12-01,140.36,140.35,140.37,1098041.0
2006-12-04,141.29,141.27,141.31,805503.0
2006-12-05,141.91,141.89,141.93,648278.0
2006-12-06,141.66,141.65,141.68,482306.0
2006-12-07,141.13,141.12,141.15,590833.0
2006-12-08,141.39,141.36,141.42,634968.0
2006-12-11,141.81,141.79,141.83,365399.0
2006-12-12,141.59,141.59,141.6,681977.0
2006-12-13,141.87,141.85,141.89,485811.0
2006-12-14,143.13,143.1,143.15,602502.0
2006-12-15,142.27,142.23,142.3,551871.0
2006-12-18,141.97,141.95,142.0,418380.0
2006-12-19,142.23,142.2,142.26,576743.0
2006-12-20,142.22,142.21,142.24,375979.0
2006-12-21,141.7,141.67,141.73,452523.0
2006-12-22,140.71,140.67,140.74,553955.0
2006-12-26,141.58,141.56,141.6,254750.0
2006-12-27,142.44,142.44,142.45,359280.0
2006-12-28,142.21,142.18,142.24,332535.0
2006-12-29,141.63,141.58,141.67,434927.0
2007-01-03,141.42,141.39,141.45,789134.0
2007-01-04,141.75,141.72,141.77,633916.0
2007-01-05,140.45,140.42,140.48,656816.0
2007-01-08,141.33,141.31,141.35,639325.0
2007-01-09,141.02,141.0,141.03,611976.0
2007-01-10,141.62,141.6,141.64,609653.0
2007-01-11,142.24,142.22,142.25,520037.0
2007-01-12,143.28,143.27,143.28,519751.0
2007-01-16,142.85,142.83,142.88,412884.0
2007-01-17,142.91,142.89,142.93,460534.0
2007-01-18,142.41,142.4,142.43,600610.0
2007-01-19,142.9,142.85,142.95,522762.0
2007-01-22,142.38,142.38,142.39,574064.0
2007-01-23,142.92,142.9,142.94,502941.0
2007-01-24,143.98,143.97,143.99,530625.0
2007-01-25,142.3,142.27,142.32,641212.0
2007-01-26,142.23,142.22,142.24,685489.0
2007-01-29,142.03,142.02,142.05,589970.0
2007-01-30,142.8,142.77,142.83,533730.0
2007-01-31,143.79,143.78,143.8,836434.0
2007-02-01,144.53,144.5,144.56,631138.0
2007-02-02,144.8,144.79,144.8,442758.0
2007-02-05,144.84,144.82,144.87,437610.0
2007-02-06,144.96,144.95,144.97,519155.0
2007-02-07,145.1,145.09,145.12,519518.0
2007-02-08,144.96,144.93,144.99,641711.0
2007-02-09,143.88,143.87,143.9,746526.0
2007-02-12,143.53,143.51,143.55,573041.0
2007-02-13,144.63,144.61,144.65,599437.0
2007-02-14,145.6,145.58,145.62,616278.0
2007-02-15,145.54,145.52,145.56,365069.0
2007-02-16,145.72,145.72,145.73,326319.0
2007-02-20,145.97,145.96,145.99,522976.0
2007-02-21,145.94,145.92,145.97,589498.0
2007-02-22,145.8,145.79,145.81,702526.0
2007-02-23,145.35,145.34,145.36,695998.0
